Product_ID,Store_ID,Date,p10,p50,p90,mean
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-08,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-09,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-10,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-11,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-12,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-13,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-14,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-15,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-16,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-17,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-18,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-19,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-20,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-21,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-22,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-23,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-24,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-25,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-26,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-27,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-28,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-29,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-30,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,LosAngeles_01,2024-12-31,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-01,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-02,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-03,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-04,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-05,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-06,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-07,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-08,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-09,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-10,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-11,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-12,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-13,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-14,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-15,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-16,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-17,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-18,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-19,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-20,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-21,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-22,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-23,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-24,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-25,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-26,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-27,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-28,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-29,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-30,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-10-31,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-01,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-02,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-03,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-04,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-05,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-06,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-07,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-08,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-09,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-10,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-11,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-12,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-13,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-14,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-15,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-16,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-17,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-18,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-19,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-20,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-21,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-22,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-23,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-24,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-25,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-26,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-27,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-28,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-29,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-11-30,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-01,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-02,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-03,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-04,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-05,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-06,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-07,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-08,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-09,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-10,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-11,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-12,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-13,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-14,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-15,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-16,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-17,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-18,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-19,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-20,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-21,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-22,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-23,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-24,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-25,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-26,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-27,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-28,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-29,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-30,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,WashingtonDC_01,2024-12-31,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-01,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-02,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-03,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-04,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-05,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-06,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-07,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-08,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-09,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-10,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-11,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-12,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-13,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-14,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-15,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-16,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-17,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-18,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-19,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-20,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-21,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-22,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-23,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-24,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-25,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-26,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-27,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-28,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-29,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-30,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-10-31,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-01,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-02,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-03,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-04,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-05,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-06,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-07,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-08,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-09,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-10,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-11,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-12,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-13,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-14,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-15,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-16,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-17,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-18,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-19,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-20,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-21,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-22,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-23,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-24,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-25,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-26,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-27,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-28,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-29,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-11-30,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-01,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-02,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-03,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-04,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-05,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-06,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-07,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-08,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-09,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-10,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-11,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-12,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-13,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-14,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-15,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-16,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-17,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-18,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-19,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-20,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-21,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-22,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-23,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-24,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-25,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-26,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-27,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-28,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-29,ERROR,ERROR,ERROR,ERROR
Tron-o-matic 1 Pro,NewYork_01,2024-12-30,ERROR,ERROR,ERROR,ERROR
